CNPJ_FUNDO,DENOM_SOCIAL,TP_FUNDO,sub_cluster
02497034000169,ITAÚ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,FACFIF,1
02498096000195,SUPER CONSERVADOR FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,FIF,0
02498188000175,SPEED PECÚLIO FIF - CLASSE DE INVESTIMENTO MULT  PREVIDENCIÁRIO - RESP  LIMITADA,FIF,1
02498189000110,SANTANDER PREV MODERADO MULTIMERCADO CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
02498190000144,SANTANDER PREV FIX RENDA FIXA CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
02498204000120,SANTANDER CAMBIAL MASTER - CIC FIF RESP LIMITADA,FACFIF,1
02498604000135,FUNDO DE INVESTIMENTO FINANCEIRO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PORTFOLIO IX,FACFIF,1
02537224000162,PHENIX I FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,1
02539921000152,BNP PARIBAS RF CLASSE DE INVESTIMENTO DE RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,1
02546749000164,SAFRA DI PREMIERE FIF CLASSE DE INVEST EM COTAS RENDA FIXA REFERENCIADA DI LONGO PRAZO RESP LIMITADA,FACFIF,1
02561139000130,BRADESCO PREV FÁCIL PGBL FIX FI FINANCEIRO - CIC RF - RESP LIMITADA,FIF,1
02561152000199,BRADESCO FIF - CLASSE DE INVESTIMENTO MULTI FEB BD - RESP LIMITADA,FIF,1
02561193000185,BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA FOCO - RESPONSABILIDADE LIMITADA,FIF,0
02567991000114,SANTA CATARINA FI FINANCEIRO - CI RF - RESP LIMITADA,FIF,1
02567996000147,BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI FEDERAL PLUS - RESPONSABILIDADE LIMITADA,FACFIF,0
02567997000191,BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA,FACFIF,1
02603461000184,PORTO SEGURO CLÁSSICO FIF DA CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO RESP LIMITADA,FIF,1
02611573000187,SETOR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FACFIF,3
02650451000108,MAPFRE TR SOBERANO CLASSE DE INVESTIMENTO  RENDA FIXA - RESPONSABILIDADE LIMITADA,FACFIF,1
02661252000197,,,1
02661267000155,,,1
02661317000102,,,1
02661339000164,,,1
02668201000197,BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FIF,3
02668765000120,ITAUPREV ANNUITY V30 FIF CIC MULT - RESP LIMITADA,FIF,1
02668766000174,ITAUPREV ANNUITY F100 FIF CIC RF - RESP LIMITADA,FIF,1
02668779000143,ITAUPREV ANNUITY V5 FIF CIC MULT - RESP LIMITADA,FIF,1
02668782000167,ITAUPREV ANNUITY V15 FIF CIC MULT - RESP LIMITADA,FIF,1
02710116000140,PLANO ACCOR DE PREVIDÊNCIA PGBLVGBL FI FINANCEIRO - CIC RF - RESP LIMITADA,FIF,1
02724993000170,SULAMÉRICA FUNDO MÚTUO DE PRIVATIZAÇÃO FGTS- PETROBRÁS DE RESPONSABILIDADE LIMITADA,FMP-FGTS,1
02727085000130,MÁXIMA  FMP - FGTS  PETROBRAS,FI,1
02733791000194,ALFA MIX - FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO,FI,1
02733802000136,ALFA ORBIS DI FI FINANCEIRO CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SIMPLES RESP LIMITADA,FIF,1
02748688000118,SAFRA AÇÕES FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO EM COTAS EM AÇÕES RESP LIMITADA,FITVM,1
02753973000127,BRADESCO PGBL/VGBL FUTURE COMPOSTO I FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
02763602000126,BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES SMALL CAP - RESPONSABILIDADE LIMITADA,FIC-FITVM,1
02763747000127,HONOR AÇÕES FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIC-FITVM,1
02764336000156,ICATU SEG MODERADO B FC FIF RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,1
02764357000171,ICATU SEG COMPOSTO 20C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA,FIF,1
02764393000135,ICATU SEG COMPOSTO 10C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA,FIF,1
02764418000109,ICATU SEG COMPOSTO 49C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA,FIF,1
02764423000103,ICATU SEG COMPOSTO 20B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA,FIF,1
02764427000191,ICATU SEG COMPOSTO 10B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA,FIF,1
02764434000193,ICATU SEG COMPOSTO 49B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA,FIF,1
02764937000169,ICATU SEG MODERADO C FC FIF RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,1
02770446000120,POLO ATIVO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,0
02775809000110,,,1
02775883000137,PRIVBANK DIAMANTE PLUS FIF CIC MULT RESPONSABILIDADE LIMITADA,FACFIF,1
02782911000143,BTG PACTUAL ICATU CONSERVADOR PREVIDENCIA FI EM COTAS DE FI FINANCEIRO RENDA FIXA,FIF,0
02786593000199,BTG PACTUAL ICATU SEG DINAMICO 49 PREVIDENCIA FI FINANCEIRO EM COTAS DE FI MULTIMERCADO,FIF,1
02811681000101,SULAMERICA MIX 49 FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,1
02838578000147,BB FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS PETROBRAS - RESPONSABILIDADE LIMITADA,FMP-FGTS,1
02838583000150,BB TOP DOLAR FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA,FIF,1
02846259000183,TIBAGI FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,FIF,1
02850835000166,UNIVERSAL I FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉDITO PRIVADO - RESP LIMITADA,FACFIF,1
02850991000127,ITAÚ DI CORPORATE FIF DA CLASSE DE INVESTIMENTO EM COTAS RF REFERENCIADO RESP LIMITADA,FACFIF,0
02851024000180,ITAÚ FLEXPREV CORPORATE II FIF CIC RF - RESP LIMITADA,FIF,1
02867883000167,FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES MISTYQUE,FITVM,1
02885730000142,KONA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA,FIF,3
02885907000100,WESTERN ASSET RF ATIVO PLUS FUNDO DE INVESTIMENTO EM COTAS DE FIF RF RESP LIMITADA,FACFIF,1
02887290000162,ITAÚ AÇÕES DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FITVM,1
02887434000180,ITAÚ HIGH YIELD RENDA FIXA CRÉD PRIV LONGO PRAZO FIF CIC RESP LIMITADA,FACFIF,1
02887456000140,ITAUVEST RENDA FIXA CURTO PRAZO FIF CIC RESPONSABILIDADE LIMITADA,FACFIF,0
02895694000106,FRANKLIN VALOR E LIQUIDEZ FVL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA,FITVM,1
02898519000164,ITAÚ FLEXPREV CORPORATE III RV 49 FIF CIC MULT - RESP LIMITADA,FIF,1
02898523000122,ITAU FLEXPREV CORPORATE SOVEREIGN FIF CIC RF - RESP LIMITADA,FIF,0
02907506000104,BRADESCO PGBL AGRESSIVO FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
02907508000101,BRADESCO H PGBL CONSERVADOR FI FINANCEIRO - CIC RF - RESP LIMITADA,FIF,1
02907512000161,BRADESCO PGBL MODERADO II FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
02907514000150,BRADESCO PGBL MODERADO FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA,FIF,1
02911408000140,ITAÚ FLEXPREV I FIF CIC RF - RESP LIMITADA,FIF,1
02911564000101,ITAÚ FLEXPREV XVI PREMIUM FIF CIC RF - RESP LIMITADA,FIF,1
02918923000152,BNP PARIBAS MAPFRE MAXI 20 MULTIMERCADO CIC COTAS DE CI PREVIDENCIÁRIA - RESPONSABILIDADE LIMITADA,FIF,1
02918931000107,BNP PARIBAS MAPFRE MAXI RENDA FIXA CIC DE CLASSES DE INVESTIMENTO PREVIDENCIÁRIA - RESP LIMITADA,FIF,1
02924217000113,PORTO SEGURO SOBERANO DIAMANTE PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO RF RESP LIMITADA,FIF,1
02924248000174,PORTO SEGURO COMPOSTO PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT RESP LIMITADA,FIF,1
02924262000178,PORTO SEGURO RUBI PREMIUM PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO CIC RF RESP LIMITADA,FIF,1
02934463000156,METLIFE GOLD RV 15 BALANCEADO PREVIDENCIÁRIO FIF DA CIC MULTIMERCADO RESP LIMITADA,FIF,1
02935723000108,ITAÚ CAPITAL INFLATION INDEX RENDA FIXA FIF CIC RESP LIMITADA,FIF,1
02935788000153,ITAÚ LONG TERM CAPITAL FIX RENDA FIXA LONGO PRAZO FIF CIC RESP LIMITADA,FACFIF,1
02935821000145,ITAÚ LONG TERM MAXI FIX RENDA FIXA LONGO PRAZO FIF DA CIC RESPONSABILIDADE LIMITADA,FACFIF,1
02937672000153,RENTAMIX FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,FACFIF,1
02980941000164,PRIVATE ABILITY FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO,FACFIF,1
02998164000185,BRADESCO PLUS I FI FINANCEIRO - CI MULT - RESP LIMITADA,FIF,1
02998239000128,BRAM FIF - CLASSE DE INVESTIMENTO RF TARGET - RESP LIMITADA,FIF,0
02998253000121,BRADESCO PGBL F15 FI FINANCEIRO - CIC RF - RESP LIMITADA,FIF,1
02998275000191,BRADESCO FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS - CI PETROBRAS - RESP LIMITADA,FMP-FGTS,1
02998754000108,BB EXCLUSIVE 2 FUNDO DE INVESTIMENTO FINANCEIRO MULTI LONGO PRAZO CRED PRIV RESPONSABILIDADE LIM,FIF,1
02998773000134,BB CONVIR FIC FIF RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA,FACFIF,0
03001786000150,BB EXCLUSIVE 11 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,FIF,3
03009309000130,OPPORTUNITY VENEZA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,FACFIF,1
03029216000178,SANTANDER FLEXÍVEL MASTER RENDA FIXA LONGO PRAZO - CIC FIF RESP LIMITADA,FIF,1
03047880000140,PRIVATE ADVANTAGE FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO,FACFIF,1
03054724000106,BRADESCO YIELD FI FINANCEIRO - CI RF LP - RESP LIMITADA,FIF,0
03068246000193,WESTERN ASSET RF ATIVO TOP FIC DE FI FINANCEIRO RENDA FIXA- RESPONSABILIDADE LIMITADA,FACFIF,1
03069107000184,SANTANDER VII RENDA FIXA CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
03076190000119,BB EXTRAMERCADO FNDE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,3
03077193000177,SULAMERICA MIX 15 IV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA,FIF,1
03077322000127,SULAMERICA FIX 100 V FUNDO DE INVESTIMENTO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,1
03077330000173,SULAMERICA FIX 100 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,1
03079923000179,FIF - CLASSE DE INVESTIMENTO FINANCEIRO RF VISÃO PREV II - RESP LIMITADA,FIF,1
03099639000164,ATHENA I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FACFIF,1
03100345000105,SUL AMÉRICA TAMMAR FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA,FIF,1
03100395000192,GERDAU PREVIDÊNCIA BENEFICIO DEFINIDO 3 FIF MULTIMERCADO CRÉD PRIVADO DE RESPONSABILIDADE LIMITADA,FIF,1
03101834000181,SANTANDER CEDRO RENDA FIXA - FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,0
03102070000149,TOCANTINS FI FINANCEIRO - CI RF - RESP LIMITADA,FIF,1
03102081000129,SANTANDER SL RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA,FACFIF,1
03119883000141,JGP HEDGE FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,FIF,1
03149243000184,BRASILETROS PCA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,1
03157983000162,KKVV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FACFIF,1
03162048000194,BRF PREV INSTITUCIONAL FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIF,1
03168115000188,SULAMÉRICA PAJUÇARA FIF DA CLASSE DE INV EM COTAS MULTIMERCADO DE RESP LIMITADA,FIF,1
03173729000158,ITAUPREV MASTER V20 FIF CIC MULT - RESP LIMITADA,FIF,1
03184134000106,ITAÚ SUPER RENDA FIXA FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA,FACFIF,1
03185374000117,FIF - CLASSE DE INVESTIMENTO RF  FAELCE JERI - RESP  LIMITADA,FIF,1
03185710000121,ITAÚ PP TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO FINANCEIRO CIC RESP LIMITADA,FACFIF,0
03186097000167,ITAÚ PRIVATE MULTIESTRATÉGIA MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,FACFIF,1
03191766000199,SÊNIOR IV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,FIF,1
03191854000190,CAIXA MASTER ÍNDICE DE PREÇOS 50 CLASSE DE FIF RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA,FIF,1
03191874000161,CAIXA PATRIMÔNIO ÍNDICE DE PREÇOS FIC DE CLASSE DE FIF RENDA FIXA LONGO PRAZO - RESP LIMITADA,FIF,1
03191877000103,CAIXA EXCLUSIVO PRÓ-SER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO - RESP LIMITADA,FIF,1
03193454000114,KNOWLEDGE FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FACFIF,1
03206300000110,FCOPEL IMA-B I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FIF,1
03208891000164,SPLENDORE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,FACFIF,1
03209409000100,BTG PACTUAL REFERENCE FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS PETROBRAS,FMP-FGTS,1
03211632000192,BANRISUL FBSS FUNDO DE INVESTIMENTO FINANCEIRORENDA FIXA RESPONSABILIDADE LIMITADA,FIF,0
03211696000193,SANTANDER MADRI CLASSE DE  INVESTIMENTO MULTIMERCADO - RESP LIMITADA,FIF,1
03213328000184,BB BESC RENDA FIXA REFERENCIADO DI INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA,FIF,0
03218183000104,CAIXA CAPITAL ÍNDICE DE PREÇOS FIC DE CLASSE DE FIF RENDA FIXA LONGO PRAZO - RESP LIMITADA,FIF,1
03230512000132,CREDIT SUISSE PRÓPRIO MARKET MAKER FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO,FITVM,1
03235396000144,SAINT MALO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,FACFIF,1
03239726000170,PROTEA FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,FACFIF,1
03243641000165,,,0
03256737000168,BRADESCO PGBL - V1520 FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
03256752000106,BRADESCO PGBL - V4030 FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
03256754000103,BRADESCO PGBL - V3030 FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
03256787000145,BRADESCO MINING FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA,FIF,1
03256788000190,FPP MODERADO FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,FIF,1
03256797000180,BRADESCO PGBL F10 FIF - CIC RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,3
03271093000187,SANTANDER IX RENDA FIXA CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
03271099000154,SANTANDER VIII RENDA FIXA CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
03276503000182,BRADESCO PGBL - V1530 FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
03287127000121,,,1
03288421000158,CARLOS GOMES FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FIF,1
03295134000175,,,1
03300371000187,BB PROEX CAMBIAL LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FIF RESPONSABILIDADE LIMITADA,FACFIF,1
03303563000147,PERSONAL FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,FACFIF,1
03303568000170,JATOBÁ FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,FACFIF,1
03303723000158,EXPLORER FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO MULTIMERCADO,FACFIF,1
03303756000106,JADE FI FINANCEIRO MULTIMERCADO,FACFIF,1
03306462000120,TRIO NIC FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA,FACFIF,1
03307621000100,SULAMERICA MIX 20 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA,FIF,1
03322908000100,INDUS FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA,FACFIF,1
03336760000162,ITAÚ SL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,FACFIF,0
03336770000106,ITAÚ MULTIESTRATÉGIA MULTIMERCADO FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA,FACFIF,1
03336931000153,MAXI PREMIUM RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO CIC RESP LIMITADA,FACFIF,0
03364021000184,ITAÚ FLEXPREV FSA/TM FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIV RESP LIMITADA,FIF,1
03364147000159,ITAÚ FLEXPREV PLUS V20 FIF CIC MULT - RESP LIMITADA,FIF,1
03364790000182,FEDERAL RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,0
03366545000104,ITAÚ FLEXPREV MASTER FIF CIC RF - RESP LIMITADA,FIF,3
03369970000157,AQUILA FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,FIF,1
03370003000105,ITAÚ ÍNDEX AÇÕES IBOVESPA FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FITVM,1
03374369000152,UNIBANCO PREVER IV FIX 100 ESPECIALMENTE CONSTITUIDOS  FIF CIC RF - RESP LIMITADA,FIF,1
03374465000109,ITAÚ FLEXPREV CORPORATE IV FIF CIC RF - RESP LIMITADA,FIF,1
03374487000160,ITAÚ FLEXPREV CORPORATE RV15 FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA,FIF,1
03374499000195,UNIBANCO PREVER IV RV 30 FIF ESPECIALMENTE CONSTITUÍDOS DA CIC MULT - RESP LIMITADA,FIF,1
03381346000175,FIF MULTIMERCADO PB SIENA CREDITO PRIVADO INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE LIMITADA,FACFIF,0
03381358000108,VOKIN EVEREST CLASSE DE INVESTIMENTO EM  COTAS DE CLASSES DE INVESTIMENTO  MULTIMERCADO,FACFIF,1
03384182000130,BTG PACTUAL ICATU SEG MODERADO PREVIDENCIA FI FINANCEIRO EM COTAS DE FI MULTIMERCADO,FIF,1
03386180000180,RIVIERA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA,FACFIF,1
03394711000186,BRADESCO IBOVESPA PLUS FI FINANCEIRO - CIA - RESP LIMITADA,FITVM,1
03398407000107,BRADESCO PGBL V3020 FI FINANCEIRO - CIC MULT - RESP LIMITADA,FIF,1
03408336000186,CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA,FITVM,1
03409453000164,BRADESCO FORTE FIF - CLASSE  DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO,FACFIF,1
03416010000109,ICATU VANGUARDA  XXXIII FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA,FIF,1
03438278000133,ITAUPREV MASTER F100 FIF CIC RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,1
03438284000190,ITAUPREV MASTER V40 FIF CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA,FIF,1
03438288000179,ITAUPREV MASTER V10 FIF CIC MULT - RESP LIMITADA,FIF,1
03441485000147,SAFRA PREV SOBERANO FIF PREVIDENCIÁRIO CLASSE DE INVESTIMENTO RENDA FIXA PREV RESP LIMITADA,FIF,1
03469379000171,ALFAPREV RF MODERADO FIF PREVIDENCIÁRIO CIC RENDA FIXA PREVIDENCIÁRIA RESP LIMITADA,FIF,1
03469407000150,ALFAPREV MIX 25 FIF PREVIDENCIÁRIO CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO PREV RESP LIMITADA,FIF,1
03469422000107,ALFAPREV MIX 49 FIF PREVIDENCIÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO PREV RESP LIMITADA,FIF,1
03473193000196,BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA,FITVM,1
03497804000136,SANTANDER INSTITUCIONAL FIF - CLASSE DE INVESTIMENTO RENDA FIXA MIRANTE - RESP LIMITADA,FIF,1
03499356000100,WESTERN ASSET DI SPECIAL RENDA FIXA REFERENCIADO FUNDO DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA,FACFIF,1
03499367000190,CLASSE ÚNICA DO WESTERN ASSET RF ATIVO FUNDO DE INVESTIMENTO FINANCEIRO -  RESP LIMITADA,FIF,1
03499625000138,ICATU SEG TOP C FUNDO DE INVESTIMENTO EM COTAS FIF RF- RESP LIMITADA,FIF,1
03507865000137,UNIBANCO PREVER I FIX 100 FIF CIC ESPECIALMENTE CONSTITUÍDOS RF - RESP LIMITADA,FIF,1
03507873000183,UNIBANCO PREVER I RV 30 FIF ESPECIALMENTE CONSTITUÍDOS DA CIC MULT - RESP LIMITADA,FIF,1
03515391000175,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO MOSAICO,FACFIF,1
03519674000195,BB MILENIO 8 FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO MULT - RESP LIMITADA,FIF,1
03524814000113,ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA,FITVM,3
03534576000127,TRADITION CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA,FACFIF,1
03534590000120,DLM MIL FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA,FACFIF,1
03534936000190,SANTANDER PREV FIX EXECUTIVO RENDA FIXA CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
03534939000124,SANTANDER PREV AGRESSIVO SUPERIOR MULTIMERCADO CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FIF,1
03536908000102,CSHG VERDE AM STAR FUNDO DE INVESTIMENTO EM COTAS DE FIF - AÇÕES RESPONSABILIDADE LIMITADA,FIF,1
03536912000170,CSHG VERDE AM MASTER FUNDO DE INVESTIMENTO EM COTAS DE FIF - AÇÕES RESP LIMITADA,FIF,1
03537355000102,BRASILPREV MULTIMERCADO DINÂMICO I FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP LIMITADA,FIF,1
03537367000137,BRASILPREV MULTIMERCADO DINÂMICO IV FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP LIMITADA,FIF,1
03537379000161,BRASILPREV RT FIX FIC FIF RENDA FIXA RESPONSABILIDADE LIMITADA,FIF,3
03537384000174,BRASILPREV MULTIMERCADO DINÂMICO V FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP LIMITADA,FIF,1
03537415000197,BRASILPREV MULTIMERCADO DINÂMICO II FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP LIMITADA,FIF,1
03537456000183,ICATU VANGUARDA MULTIESTRATÉGIA ARROJADO FIF MULT PREVIDENCIÁRIO - RESP LIMITADA,FIF,1
03537485000145,ICATU SEG COMPOSTO 20E FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA,FIF,1
03537494000136,ICATU SEG MODERADO E FC FIF RENDA FIXA - RESPONSABILIDADE LIMITADA,FIF,1
03537505000188,ICATU SEG COMPOSTO 10E FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA,FIF,1
03540224000184,BRADESCO PGBL - V40/20 FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO -  RESP LIMITADA,FIF,1
